timestamp,event,trade_id,mode,trade_type,signal,symbol,entry,exit,ltp,qty,pnl,gross_pnl,charges,net_pnl,reason,capital,daily_pnl
2026-05-06T11:18:24,EXIT,OK20260506111434,PAPER,HALF,PE,NIFTY12MAY2623800PE,78.15,72.2,72.2,65,-445.25000000000017,-386.75000000000017,58.5,-445.25000000000017,REVERSAL EXIT: PE lost VWAP with two green candles,19646.93,-353.069999999998
2026-05-06T11:20:04,ENTRY,OK20260506112004,PAPER,HALF,PE,NIFTY12MAY2623750PE,68.8,,68.8,130,,,,,PAPER ENTRY,19646.93,-353.069999999998
2026-05-06T11:21:32,EXIT,OK20260506112004,PAPER,HALF,PE,NIFTY12MAY2623750PE,68.8,63.1,63.1,130,-807.9799999999994,-740.9999999999994,66.98,-807.9799999999994,REVERSAL EXIT: PE lost VWAP with two green candles,18838.95,-1161.0499999999975
2026-05-06T11:22:56,ENTRY,OK20260506112255,PAPER,HALF,PE,NIFTY12MAY2624050PE,156.45,,156.45,65,,,,,PAPER ENTRY,20000.0,0.0
2026-05-06T11:26:16,EXIT,OK20260506112255,PAPER,HALF,PE,NIFTY12MAY2624050PE,156.45,155.0,155.0,65,-165.37999999999926,-94.24999999999926,71.13,-165.37999999999926,REVERSAL EXIT: PE lost VWAP with two green candles,19834.62,-165.37999999999926
2026-05-06T11:37:24,ENTRY,OK20260506113721,PAPER,FULL,PE,NIFTY12MAY2624050PE,162.95,,162.95,65,,,,,PAPER ENTRY,20000.0,0.0
2026-05-06T12:23:36,TARGET_EXTEND,OK20260506113721,PAPER,FULL,PE,NIFTY12MAY2624050PE,162.95,,196.2,65,,,,,TARGET EXTENDED,20000.0,0.0
2026-05-06T12:26:23,EXIT,OK20260506113721,PAPER,FULL,PE,NIFTY12MAY2624050PE,162.95,188.0,188.0,65,1552.8100000000006,1628.2500000000007,75.44,1552.8100000000006,SL HIT,21552.81,1552.8100000000006
2026-05-06T12:36:56,ENTRY,OK20260506123655,PAPER,FULL,PE,NIFTY12MAY2624000PE,171.15,,171.15,65,,,,,PAPER ENTRY,21552.81,1552.8100000000006
2026-05-06T13:08:26,EXIT,OK20260506123655,PAPER,FULL,PE,NIFTY12MAY2624000PE,171.15,178.65,178.65,65,412.99,487.5,74.51,412.99,SL HIT,21965.800000000003,1965.8000000000006
2026-05-06T14:25:15,ENTRY,OK20260506142515,PAPER,FULL,CE,NIFTY12MAY2624300CE,226.6,,226.6,65,,,,,PAPER ENTRY,21965.800000000003,1965.8000000000006
2026-05-06T14:49:27,TARGET_EXTEND,OK20260506142515,PAPER,FULL,CE,NIFTY12MAY2624300CE,226.6,,275.05,65,,,,,TARGET EXTENDED,21965.800000000003,1965.8000000000006
2026-05-06T14:53:19,EXIT,OK20260506142515,PAPER,FULL,CE,NIFTY12MAY2624300CE,226.6,261.6,261.6,65,2188.510000000002,2275.000000000002,86.49,2188.510000000002,SL HIT,24154.310000000005,4154.310000000003
2026-05-06T14:58:29,ENTRY,OK20260506145826,PAPER,FULL,CE,NIFTY12MAY2624350CE,241.2,,241.2,65,,,,,PAPER ENTRY,24154.310000000005,4154.310000000003
2026-05-06T16:45:16,EXIT,OK20260506145826,PAPER,FULL,CE,NIFTY12MAY2624350CE,241.2,226.25,226.25,65,-1054.2499999999993,-971.7499999999993,82.5,-1054.2499999999993,MOBILE CLOSE,23100.060000000005,3100.060000000004
