timestamp,event,trade_id,mode,trade_type,signal,symbol,entry,exit,ltp,qty,pnl,gross_pnl,charges,buy_charges,sell_charges,buy_turnover,sell_turnover,net_pnl,reason,capital,daily_pnl
2026-05-13T10:58:42,ENTRY,OK20260513105840,PAPER,HALF,PE,NIFTY19MAY2623350PE,197.55,,197.55,65,,,29.38240801775,29.38240801775,,12840.75,,,PAPER ENTRY,50000.0,0
2026-05-13T11:00:43,EXIT,OK20260513105840,PAPER,HALF,PE,NIFTY19MAY2623350PE,197.55,204.0,204.0,65,340.80418856224924,419.24999999999926,78.44581143775,29.38240801775,49.06340342,12840.75,13260.0,340.80418856224924,SL HIT,50340.80418856225,340.80418856224924
2026-05-13T11:37:04,ENTRY,OK20260513113703,PAPER,HALF,CE,NIFTY19MAY2623450CE,252.85,,252.85,65,,,31.00107247425,31.00107247425,,16435.25,,,PAPER ENTRY,50340.80418856225,340.80418856224924
2026-05-13T11:41:21,EXIT,OK20260513113703,PAPER,HALF,CE,NIFTY19MAY2623450CE,252.85,266.35,266.35,65,789.6529593840019,877.5000000000018,87.847040616,31.00107247425,56.84596814175,16435.25,17312.75,789.6529593840019,SL HIT,51130.457147946254,1130.457147946251
2026-05-13T12:15:28,ENTRY,OK20260513121522,PAPER,FULL,CE,NIFTY19MAY2623550CE,229.85,,229.85,195,,,43.78354567775,43.78354567775,,44820.75,,,PAPER ENTRY,51130.457147946254,1130.457147946251
2026-05-13T12:18:17,EXIT,OK20260513121522,PAPER,FULL,CE,NIFTY19MAY2623550CE,229.85,210.8,210.8,195,-3861.070096279747,-3714.749999999997,146.32009627974998,43.78354567775,102.53655060199999,44820.75,41106.0,-3861.070096279747,REVERSAL EXIT: CE confirmed Supertrend flip + ORB fail + EMA21 loss,47269.387051666505,-2730.6129483334958
2026-05-13T12:33:16,ENTRY,OK20260513123314,PAPER,HALF,PE,NIFTY19MAY2623450PE,202.0,,202.0,65,,,29.512662209999995,29.512662209999995,,13130.0,,,PAPER ENTRY,47269.387051666505,-2730.6129483334958
2026-05-13T12:37:31,EXIT,OK20260513123314,PAPER,HALF,PE,NIFTY19MAY2623450PE,202.0,210.0,210.0,65,440.67501074,520.0,79.32498926,29.512662209999995,49.81232705,13130.0,13650.0,440.67501074,SL HIT,47710.062062406505,-2289.937937593496
2026-05-13T12:52:23,ENTRY,OK20260513125222,PAPER,HALF,CE,NIFTY19MAY2623500CE,235.0,,235.0,65,,,30.478592174999996,30.478592174999996,,15275.0,,,PAPER ENTRY,47710.062062406505,-2289.937937593496
2026-05-13T12:57:17,TARGET_EXTEND,OK20260513125222,PAPER,HALF,CE,NIFTY19MAY2623500CE,235.0,,283.85,65,,,,,,,,,TARGET EXTENDED,47710.062062406505,-2289.937937593496
2026-05-13T13:06:56,EXIT,OK20260513125222,PAPER,HALF,CE,NIFTY19MAY2623500CE,235.0,269.0,269.0,65,2122.34466508,2210.0,87.65533492,30.478592174999996,57.176742745000006,15275.0,17485.0,2122.34466508,SL HIT,49832.40672748651,-167.59327251349578
2026-05-13T13:18:09,ENTRY,OK20260513131808,PAPER,HALF,PE,NIFTY19MAY2623500PE,207.5,,207.5,65,,,29.673650537499995,29.673650537499995,,13487.5,,,PAPER ENTRY,49832.40672748651,-167.59327251349578
2026-05-13T13:33:03,EXIT,OK20260513131808,PAPER,HALF,PE,NIFTY19MAY2623500PE,207.5,190.15,190.15,65,-1204.7582885782494,-1127.7499999999995,77.00828857824999,29.673650537499995,47.33463804075,13487.5,12359.75,-1204.7582885782494,MOBILE CLOSE,48627.64843890826,-1372.3515610917452
2026-05-13T13:40:16,ENTRY,OK20260513134015,PAPER,FULL,CE,NIFTY19MAY2623550CE,233.2,,233.2,195,,,44.077715258,44.077715258,,45474.0,,,PAPER ENTRY,48627.64843890826,-1372.3515610917452
2026-05-13T13:56:46,EXIT,OK20260513134015,PAPER,FULL,CE,NIFTY19MAY2623550CE,233.2,209.45,209.45,195,-4777.3587424097495,-4631.25,146.10874240975,44.077715258,102.03102715175,45474.0,40842.75,-4777.3587424097495,REVERSAL EXIT: CE confirmed Supertrend flip + ORB fail + EMA21 loss,43850.28969649851,-6149.710303501495
2026-05-13T14:20:23,ENTRY,OK20260513142021,PAPER,HALF,PE,NIFTY19MAY2623450PE,204.15,,204.15,65,,,29.57559401075,29.57559401075,,13269.75,,,PAPER ENTRY,43850.28969649851,-6149.710303501495
2026-05-13T14:24:33,EXIT,OK20260513142021,PAPER,HALF,PE,NIFTY19MAY2623450PE,204.15,189.55,189.55,65,-1025.8353396884997,-948.9999999999997,76.8353396885,29.57559401075,47.25974567775,13269.75,12320.75,-1025.8353396884997,REVERSAL EXIT: PE confirmed Supertrend flip + ORB fail + EMA21 loss,42824.45435681001,-7175.545643189995
