timestamp,event,trade_id,mode,trade_type,signal,symbol,entry,exit,ltp,qty,pnl,gross_pnl,charges,net_pnl,reason,capital,daily_pnl
2026-05-12T12:45:14,ENTRY,OK20260512124513,PAPER,FULL,PE,NIFTY12MAY2623500PE,30.35,,30.35,1625,,,,,PAPER ENTRY,50000.0,0
2026-05-12T12:49:03,EXIT,OK20260512124513,PAPER,FULL,PE,NIFTY12MAY2623500PE,30.35,29.1,29.1,1625,-2191.46606168125,-2031.25,160.21606168125,-2191.46606168125,SL HIT,47808.53393831875,-2191.46606168125
2026-05-12T12:54:29,ENTRY,OK20260512125428,PAPER,FULL,PE,NIFTY12MAY2623550PE,55.3,,55.3,845,,,,,PAPER ENTRY,47808.53393831875,-2191.46606168125
2026-05-12T13:04:04,EXIT,OK20260512125428,PAPER,FULL,PE,NIFTY12MAY2623550PE,55.3,45.6,45.6,845,-8338.736292578496,-8196.499999999996,142.23629257849998,-8338.736292578496,DAILY LOSS LIMIT,39469.797645740255,-10530.202354259745
2026-05-12T13:16:06,ENTRY,OK20260512131604,PAPER,FULL,CE,NIFTY12MAY2623550CE,45.15,,45.15,1105,,,,,PAPER ENTRY,50000.0,0.0
2026-05-12T13:19:05,EXIT,OK20260512131604,PAPER,FULL,CE,NIFTY12MAY2623550CE,45.15,45.95,45.95,1105,716.8297315365046,884.0000000000047,167.1702684635,716.8297315365046,SL HIT,50716.829731536505,716.8297315365046
2026-05-12T13:41:30,ENTRY,OK20260512134128,PAPER,FULL,PE,NIFTY12MAY2623500PE,30.05,,30.05,1625,,,,,PAPER ENTRY,50716.829731536505,716.8297315365046
2026-05-12T13:48:17,EXIT,OK20260512134128,PAPER,FULL,PE,NIFTY12MAY2623500PE,30.05,22.85,22.85,1625,-11840.493312612498,-11699.999999999998,140.49331261249998,-11840.493312612498,SL HIT,38876.33641892401,-11123.663581075993
2026-05-12T14:02:06,ENTRY,OK20260512140205,PAPER,FULL,PE,NIFTY12MAY2623550PE,71.55,,71.55,650,,,,,PAPER ENTRY,50000.0,0.0
2026-05-12T14:08:57,EXIT,OK20260512140205,PAPER,FULL,PE,NIFTY12MAY2623550PE,71.55,86.15,86.15,650,9314.323930915005,9490.000000000005,175.67606908500002,9314.323930915005,TARGET HIT,59314.32393091501,9314.323930915005
2026-05-12T14:19:50,ENTRY,OK20260512141949,PAPER,FULL,PE,NIFTY12MAY2623500PE,44.5,,44.5,1300,,,,,PAPER ENTRY,59314.32393091501,9314.323930915005
2026-05-12T14:20:12,EXIT,OK20260512141949,PAPER,FULL,PE,NIFTY12MAY2623500PE,44.5,43.3,43.3,1300,-1741.3454823800037,-1560.0000000000036,181.34548238,-1741.3454823800037,DAILY PROFIT FLOOR,57572.978448535,7572.978448535001
